primary_type,description,arrest,domestic,beat,district,ward,community_area,year,latitude,longitude,hour,day_of_week,month,season,is_weekend,is_holiday,time_of_day,Is_STR,Is_OTH_STR,loc_desc_cat,pct_housing_crowded,pct_households_below_poverty,pct_age16_unemployed,pct_age25_nohighschool,pct_not_working_age,per_capita_income,hardship_index,population,pop_density,distance_to_police_station,distance_to_park,distance_to_school,distance_to_vacant_building,distance_to_library,crime_category
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2413,24.0,40.0,2.0,2021,41.991951033,-87.675858418,17,1,3,2,0,0,Evening,True,False,Residential_Areas,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.00903286470884,0.0026640789576889,0.007788581875096,0.0104632498571111,0.0150883285619447,non-violent_crime
CRIMINAL TRESPASS,TO LAND,True,True,1121,11.0,27.0,23.0,2021,41.894198074,-87.712617625,15,4,1,1,0,0,Noon,False,True,Residential_Areas,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0218137628319715,0.0032872967994728,0.006293536293458,0.0007557535341791,0.0062558164716787,non-violent_crime
WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,712,7.0,16.0,68.0,2023,41.78060947,-87.649669454,21,1,12,1,0,1,Night,True,False,Outdoor_And_Public_Spaces,3.8,46.6,28.0,28.5,42.5,11888,94.0,24369.0,7937.79,0.011260112523827,0.0013800443237074,0.0048376528990803,0.0005859486864665,0.0123628998841411,violent_crime
OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,True,1422,14.0,26.0,23.0,2020,41.906897644,-87.706918051,15,2,7,3,0,0,Noon,False,True,Residential_Areas,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0170707574513409,0.0015271978674745,0.0033332503783188,0.007136251925593,0.0037085208882367,non-violent_crime
BATTERY,AGGRAVATED OF A SENIOR CITIZEN,False,True,334,3.0,7.0,43.0,2020,41.763236237,-87.559802041,15,0,6,3,0,0,Noon,True,False,Residential_Areas,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0460567485974731,0.0018431273501395,0.0042282428649739,0.0061373803262449,0.0041337117127002,violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,True,1511,15.0,29.0,25.0,2022,41.891060252,-87.768759881,8,0,8,3,0,0,Morning,True,False,Residential_Areas,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0109910669423561,0.0034233645691808,0.001317860795509,0.0028345852585116,0.0034931434117128,non-violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,1533,15.0,28.0,25.0,2020,41.876715743,-87.750567022,16,4,2,1,0,0,Evening,False,True,Other_Unclassified,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0179515891134399,0.0018963235782474,0.0033745283574323,0.0018535151643321,0.0185504453595288,non-violent_crime
THEFT,RETAIL THEFT,True,False,111,1.0,42.0,32.0,2019,41.883500187,-87.627876698,16,0,10,4,0,0,Evening,True,False,Commercial_Areas,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0250841516993473,0.0080564878266843,0.0090820228078801,0.0040817171274243,0.0066381358078688,non-violent_crime
THEFT,OVER $500,False,True,614,6.0,21.0,71.0,2019,41.746111769,-87.66333017,4,6,7,3,1,0,Early Morning,False,True,Residential_Areas,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.02002896937295,0.0039381211507638,0.0036192408375163,0.0016226713857852,0.0145607411157671,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,True,1225,12.0,27.0,28.0,2023,41.876108306,-87.684860827,22,3,9,4,0,0,Night,True,False,Residential_Areas,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0207813951862367,0.0027582216148148,0.0021123352545493,0.0041840265604282,0.0075114861534975,non-violent_crime
MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,False,False,434,4.0,7.0,51.0,2022,41.699813321,-87.563188109,0,5,8,3,1,0,Early Morning,False,True,Residential_Areas,4.0,29.2,16.3,21.0,39.5,14685,65.0,14105.0,1294.04,0.009621326888899,0.005184608891867,0.0010696063644745,0.002537022573016,0.0138237040624792,non-violent_crime
THEFT,OVER $500,False,False,1511,15.0,29.0,25.0,2019,41.89356894,-87.766622216,7,4,9,4,0,0,Morning,False,True,Transportation_And_Vehicles,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0135774528568758,0.0047511654525784,0.0033464572765553,0.0035844265945033,0.0044683561314113,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,511,5.0,8.0,50.0,2022,41.711241851,-87.603309416,10,2,11,4,0,0,Morning,True,False,Residential_Areas,1.5,21.6,22.8,13.1,38.6,20588,51.0,6820.0,3216.98,0.0185571013655416,0.0014887926748184,0.0038578129355749,0.0039997706882397,0.0138294234621413,violent_crime
OTHER OFFENSE,TELEPHONE THREAT,False,False,533,5.0,10.0,54.0,2024,41.657198985,-87.601786632,11,4,2,1,0,0,Morning,True,False,Residential_Areas,5.8,56.5,34.6,27.5,51.5,8201,98.0,7262.0,2057.22,0.0356282959800402,0.0025783424968609,0.004186914187829,0.0062223749827304,0.0029483420432451,non-violent_crime
CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,True,False,1651,16.0,41.0,76.0,2023,41.979006297,-87.66944414475653,13,2,2,1,0,0,Noon,True,False,Transportation_And_Vehicles,3.6,15.4,7.1,10.9,30.3,25828,24.0,13418.0,1005.85,0.0208421590108145,0.0018643040707477,0.0028078603797265,0.0039887340485593,0.0112989504334729,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,312,3.0,20.0,69.0,2021,41.775815434,-87.615515359,2,2,4,2,0,0,Early Morning,True,False,Residential_Areas,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.0135452465021144,0.0103920649680089,0.0043135921119078,0.0044967019540608,0.0095078811897451,violent_crime
ROBBERY,AGGRAVATED,False,False,1112,11.0,37.0,23.0,2023,41.895826124,-87.726096446,19,3,8,3,0,0,Night,False,True,Outdoor_And_Public_Spaces,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0303231073502566,0.0014874845048445,0.0013819618305733,0.0015812268913632,0.0160269895845031,violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,2532,25.0,37.0,25.0,2019,41.913043492,-87.764690137,19,4,10,4,0,0,Night,False,True,Outdoor_And_Public_Spaces,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.00563522115272,0.0031175297537238,0.0067366631074219,0.0024444101527433,0.0056019067419927,non-violent_crime
OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,False,1924,19.0,44.0,6.0,2022,41.945428171,-87.65225623,0,3,10,4,0,0,Early Morning,False,True,Residential_Areas,1.1,11.4,4.7,2.6,17.0,60058,5.0,103050.0,33028.85,0.0021080257170179,0.0055182658680303,0.0036203590313501,0.0295975516477882,0.0081753816520405,non-violent_crime
BURGLARY,UNLAWFUL ENTRY,False,False,1433,14.0,1.0,24.0,2024,41.909101958,-87.668483728,16,4,6,3,0,0,Evening,True,False,Residential_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0258058118503626,0.0030168381244479,0.0032327731287877,0.0154350610300989,0.0122555288292843,non-violent_crime
THEFT,$500 AND UNDER,False,False,524,5.0,34.0,53.0,2019,41.680720775,-87.657833268,8,2,4,2,0,0,Morning,True,False,Outdoor_And_Public_Spaces,3.3,25.9,19.4,20.5,42.1,16563,62.0,26104.0,7332.58,0.0151328939658893,0.0019856781218444,0.0032555761441176,0.003160397351561,0.0149325487602017,non-violent_crime
ASSAULT,SIMPLE,True,False,622,6.0,21.0,44.0,2018,41.736259984,-87.628068782,17,5,12,1,1,0,Evening,True,False,Unknown,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0226544541629439,0.0088054003464012,0.0074947458257056,0.0072428219645864,0.0197458350294937,violent_crime
THEFT,$500 AND UNDER,False,False,1923,19.0,44.0,6.0,2023,41.94937431,-87.659224478,20,3,6,3,0,0,Night,False,True,Outdoor_And_Public_Spaces,1.1,11.4,4.7,2.6,17.0,60058,5.0,103050.0,33028.85,0.0079610358763349,0.0039128852556464,0.0059103259185987,0.0295482681732357,0.0102396793805166,non-violent_crime
OTHER OFFENSE,TELEPHONE THREAT,False,False,1731,17.0,30.0,15.0,2022,41.943494728,-87.745331557,10,3,3,2,0,0,Morning,False,True,Residential_Areas,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0283781530485908,0.0043291848361779,0.0087100188757301,0.0075070888908935,0.010437068414656,non-violent_crime
BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,False,True,2013,20.0,48.0,77.0,2024,41.987658175,-87.666655431,5,4,6,3,0,0,Early Morning,False,True,Residential_Areas,4.1,18.2,9.2,9.7,23.8,33385,19.0,56296.0,32354.02,0.0129744615882481,0.0013169286797952,0.0019697633912552,0.0066651296318446,0.0070352281655909,violent_crime
ASSAULT,SIMPLE,False,False,631,6.0,8.0,44.0,2020,41.747170897,-87.605119541,13,4,3,2,0,0,Noon,False,True,Outdoor_And_Public_Spaces,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0192702391040181,0.0076287694731652,0.006025704860152,0.0014538360839876,0.0105571987387247,violent_crime
CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,False,True,731,7.0,6.0,69.0,2019,41.75904568,-87.628024599,0,0,5,2,0,0,Early Morning,False,True,Residential_Areas,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.017615668171551,0.0021466901356384,0.0049787053239786,0.0018652109166189,0.0153415906405791,violent_crime
THEFT,RETAIL THEFT,False,False,821,8.0,14.0,57.0,2019,41.814589539,-87.723838015,19,0,5,2,0,0,Night,False,True,Unknown,8.5,14.1,16.5,35.9,39.2,16134,67.0,14196.0,7062.69,0.0386232283764022,0.0038763538599168,0.0092801735150169,0.0072760348328971,0.0137383653683457,non-violent_crime
CRIMINAL TRESPASS,TO RESIDENCE,False,True,612,6.0,17.0,71.0,2021,41.755238235,-87.660325279,0,6,11,4,1,0,Early Morning,True,False,Residential_Areas,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.0163924295310525,0.0058505471471024,0.0099885966683831,0.0050819693001365,0.0066054974948425,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1924,19.0,44.0,6.0,2022,41.942440168,-87.654184673,1,5,7,3,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,1.1,11.4,4.7,2.6,17.0,60058,5.0,103050.0,33028.85,0.005634498272579,0.0032088781135213,0.0034910907900546,0.0265964323051595,0.0084765060344094,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,331,3.0,5.0,43.0,2023,41.772625715,-87.576471929,16,0,7,3,0,0,Evening,False,True,Residential_Areas,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0299241707102697,0.0011998117226284,0.0054083695497507,0.0062386026028965,0.0161346445128779,violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,False,1512,15.0,29.0,25.0,2018,41.889761122,-87.765197831,8,3,10,4,0,0,Morning,False,True,Unknown,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0101325959174249,0.0013265066236472,0.0011398139096938,0.0005890758585979,0.0008563227825185,non-violent_crime
ASSAULT,AGGRAVATED - HANDGUN,False,True,431,4.0,7.0,51.0,2021,41.71269401,-87.560972361,7,0,6,3,0,0,Morning,False,True,Residential_Areas,4.0,29.2,16.3,21.0,39.5,14685,65.0,14105.0,1294.04,0.0087795801871401,0.0057053614359567,0.0064259290530833,0.0026241939638129,0.0048139094181135,violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,False,1922,19.0,44.0,6.0,2020,41.944247469,-87.667578374,12,1,6,3,0,0,Noon,False,True,Outdoor_And_Public_Spaces,1.1,11.4,4.7,2.6,17.0,60058,5.0,103050.0,33028.85,0.0163728153687597,0.004178491587056,0.0034275116034714,0.0286614609089118,0.005117268723201,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,634,6.0,21.0,49.0,2018,41.72637664,-87.628788658,22,0,11,4,0,0,Night,False,True,Residential_Areas,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0300331364639666,0.0052087836136176,0.0016110594609301,0.0015291857156837,0.0153497871496812,violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,414,4.0,8.0,43.0,2022,41.752918471,-87.577234893,17,3,9,4,0,0,Evening,False,True,Outdoor_And_Public_Spaces,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0315527297452144,0.0046238830774093,0.0040441035597904,0.0016644926365834,0.0109317206579416,non-violent_crime
BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,False,True,1012,10.0,24.0,29.0,2020,41.858760999,-87.732636323,3,0,9,4,0,0,Early Morning,True,False,Residential_Areas,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0243430862473017,0.0019972330434446,0.0019320207576309,0.0027581819868422,0.0184932116138757,violent_crime
THEFT,OVER $500,False,False,2432,24.0,40.0,1.0,2022,42.00102172,-87.67509914,19,0,4,2,0,0,Night,False,True,Outdoor_And_Public_Spaces,7.7,23.6,8.7,18.2,27.5,23939,39.0,55628.0,30232.61,0.0039790275721701,0.0008911742515355,0.0061726683828437,0.0188070413088479,0.0060707575410865,non-violent_crime
THEFT,OVER $500,False,False,1433,14.0,27.0,24.0,2022,41.907858448,-87.66041086,20,1,10,4,0,0,Night,False,True,Outdoor_And_Public_Spaces,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0176724291429055,0.0028417578872391,0.0047650399528605,0.0078823552935301,0.0142830096924269,non-violent_crime
ASSAULT,SIMPLE,False,True,2511,25.0,30.0,19.0,2022,41.933600497,-87.782129996,12,2,10,4,0,0,Noon,False,True,Residential_Areas,10.8,18.7,14.6,37.3,37.3,15461,70.0,78116.0,19978.52,0.0223345783588714,0.0066163367918624,0.0024794658679875,0.0075916024206367,0.0049473402145502,violent_crime
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,False,False,935,9.0,3.0,61.0,2018,41.797382664,-87.642805611,14,1,9,4,0,0,Noon,False,True,Outdoor_And_Public_Spaces,11.9,29.0,23.0,41.5,38.9,12765,91.0,43628.0,9032.71,0.0130215796742634,0.0017686411538037,0.0017438128654764,0.0003118811300058,0.0124990886462257,non-violent_crime
DECEPTIVE PRACTICE,FORGERY,False,False,331,3.0,5.0,43.0,2023,41.769231153,-87.569854828,10,1,8,3,0,0,Morning,False,True,Residential_Areas,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.036002100202925,0.0022791597922915,0.0030509104490455,0.0047793863514206,0.0089714922143366,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,True,True,1623,16.0,45.0,15.0,2020,41.965130329,-87.758377123,3,6,5,2,1,0,Early Morning,False,True,Residential_Areas,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0118640233660753,0.0006962919892707,0.0072984024566712,0.019702084584191,0.0041411443380108,violent_crime
BURGLARY,UNLAWFUL ENTRY,False,False,1811,18.0,43.0,7.0,2018,41.921654601,-87.659163579,15,0,10,4,0,0,Noon,False,True,Unknown,0.8,12.3,5.1,3.6,21.5,71551,2.0,70492.0,22307.59,0.0242701126445441,0.0012383019964826,0.0023880912104282,0.0081502842084309,0.0039103550241241,non-violent_crime
ASSAULT,SIMPLE,False,False,1823,18.0,27.0,8.0,2019,41.898082792,-87.641361855,18,2,9,4,0,0,Evening,True,False,Outdoor_And_Public_Spaces,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.005529471063802,0.0016569355493161,0.0039900209101989,0.0136145866920861,0.0075370994919396,violent_crime
THEFT,FROM BUILDING,False,False,1923,19.0,46.0,6.0,2024,41.954359684,-87.663767383,16,0,1,1,0,0,Evening,False,True,Other_Unclassified,1.1,11.4,4.7,2.6,17.0,60058,5.0,103050.0,33028.85,0.0140934282892502,0.0038213080739017,0.0037459005669937,0.0228244442672638,0.0103120155178605,non-violent_crime
ASSAULT,SIMPLE,True,False,334,3.0,7.0,43.0,2021,41.761001674,-87.559696929,23,3,7,3,0,0,Night,False,True,Residential_Areas,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0463698677196853,0.0018442075811758,0.0030371482537462,0.0041774657330653,0.0044545830000859,violent_crime
ROBBERY,ARMED: HANDGUN,False,False,531,5.0,9.0,49.0,2019,41.689006921,-87.618967171,20,1,11,4,0,0,Night,True,False,Outdoor_And_Public_Spaces,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0149312137970512,0.0019963286592394,0.004465561541258,0.0037791473921328,0.0054211588173803,violent_crime
THEFT,$500 AND UNDER,False,False,413,4.0,8.0,48.0,2021,41.726055635,-87.579920097,21,5,12,1,1,0,Night,True,False,Outdoor_And_Public_Spaces,2.1,11.5,20.0,11.0,44.0,28887,38.0,13088.0,7478.86,0.0215013231461168,0.0085557196470371,0.0022585671521942,0.0001270701447059,0.0190103341755142,non-violent_crime
ASSAULT,SIMPLE,False,False,221,2.0,4.0,39.0,2019,41.814317008,-87.606674143,13,6,12,1,1,0,Noon,False,True,Commercial_Areas,2.4,21.7,15.7,11.3,35.4,35911,26.0,19116.0,18380.77,0.0234106080181065,0.002896827258373,0.0017883091579482,0.0062181708724039,0.0174060651077152,violent_crime
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,False,False,822,8.0,23.0,65.0,2020,41.785709457,-87.722952947,2,1,6,3,0,0,Early Morning,False,True,Unknown,5.8,14.9,9.6,33.6,39.6,16907,56.0,33662.0,11410.85,0.015610649353604,0.0080235875372091,0.0043397726070902,0.0025158274059107,0.0070002869249471,violent_crime
BATTERY,AGGRAVATED - HANDGUN,False,False,1733,17.0,35.0,21.0,2021,41.939495145,-87.707709117,15,6,5,2,1,0,Noon,False,True,Outdoor_And_Public_Spaces,6.0,15.3,9.2,24.7,31.0,20039,42.0,36257.0,18311.62,0.02105875990121,0.0051621443198734,0.0051376286766078,0.0022173670628107,0.0152227792491973,violent_crime
ROBBERY,ARMED - HANDGUN,False,False,2223,22.0,21.0,73.0,2021,41.72142407,-87.646161608,15,4,12,1,0,0,Noon,True,False,Outdoor_And_Public_Spaces,1.1,16.9,20.8,13.7,42.6,19713,48.0,25065.0,8763.99,0.0307735204783622,0.0019741830191355,0.0055517650577172,0.0025924841486854,0.003197686609448,violent_crime
BURGLARY,FORCIBLE ENTRY,False,False,914,9.0,11.0,60.0,2020,41.839442402,-87.643887576,19,6,9,4,1,0,Night,False,True,Residential_Areas,4.5,18.9,13.7,22.2,31.3,22694,43.0,33702.0,16125.36,0.0032473473314044,0.0014145787091293,0.0035130803814946,0.0006679448937807,0.0070690312864013,non-violent_crime
BURGLARY,UNLAWFUL ENTRY,False,False,1411,14.0,1.0,22.0,2024,41.930754922,-87.703715284,20,4,5,2,0,0,Night,True,False,Residential_Areas,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0115058421006748,0.0035181342806715,0.0054082523463092,0.0068881459957253,0.0058978074885944,non-violent_crime
WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,724,7.0,17.0,67.0,2022,41.768644317,-87.657549519,22,6,9,4,1,0,Night,True,False,Outdoor_And_Public_Spaces,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0114829430973343,0.0040013807184553,0.0036026256771689,0.0015623740148373,0.0118256530576704,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,2223,22.0,21.0,73.0,2022,41.720792493,-87.638340499,23,3,12,1,0,0,Night,True,False,Residential_Areas,1.1,16.9,20.8,13.7,42.6,19713,48.0,25065.0,8763.99,0.0318926554705217,0.0032538633245403,0.0030817231541655,0.0042239408061043,0.0047086826809525,violent_crime
NARCOTICS,POSS: HEROIN(WHITE),True,False,1114,11.0,28.0,26.0,2018,41.884660918,-87.727347957,19,4,11,4,0,0,Night,False,True,Outdoor_And_Public_Spaces,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0245068976990625,0.0011698424441294,0.0032311177487927,0.0010004723098232,0.0056353438982363,non-violent_crime
ASSAULT,SIMPLE,False,False,1111,11.0,28.0,25.0,2020,41.895032182,-87.744373225,14,2,8,3,0,0,Noon,False,True,Outdoor_And_Public_Spaces,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0281278199378403,0.003268528568875,0.003681306813094,0.0010316097550344,0.0036880589252022,violent_crime
DECEPTIVE PRACTICE,BOGUS CHECK,False,False,113,1.0,42.0,32.0,2020,41.876620177,-87.62428048,8,1,1,1,0,0,Morning,False,True,Unknown,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0185049804187575,0.0013122843818577,0.0041130705066792,0.0043210739696072,0.0035248314706913,non-violent_crime
ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,False,False,1014,10.0,24.0,29.0,2019,41.853653898,-87.724810713,23,6,5,2,1,0,Night,False,True,Transportation_And_Vehicles,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0167059467093143,0.0070613225117408,0.0058578282203255,0.0012945732432187,0.0115690626110106,violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1012,10.0,24.0,29.0,2024,41.858690194,-87.737482535,16,3,7,3,0,0,Evening,True,False,Outdoor_And_Public_Spaces,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0291696101004378,0.0050941327955131,0.005984817751952,0.0001094905479086,0.0209913166768162,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,611,6.0,17.0,71.0,2024,41.746676867,-87.66612029,10,6,5,2,1,0,Morning,True,False,Residential_Areas,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.0225619995449232,0.0046005296701692,0.0041704505720432,0.0014595064183156,0.0160975194446332,violent_crime
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,False,False,1831,18.0,42.0,8.0,2021,41.890824988,-87.630183362,1,4,12,1,0,0,Early Morning,True,False,Commercial_Areas,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0180994532855477,0.009928329862301,0.009249870105409,0.0116918985574432,0.0095215259046575,non-violent_crime
ROBBERY,ARMED - HANDGUN,False,False,1034,10.0,25.0,31.0,2023,41.848272173,-87.678851185,6,5,1,1,1,0,Early Morning,True,False,Outdoor_And_Public_Spaces,9.6,25.8,15.8,40.7,32.6,16444,76.0,33751.0,11519.11,0.0263609025135951,0.0022154031547713,0.0019378505909926,0.0110191625778302,0.0187537687488924,violent_crime
THEFT,$500 AND UNDER,False,False,2011,20.0,40.0,2.0,2023,41.987333157,-87.694433276,10,1,1,1,0,0,Morning,True,False,Residential_Areas,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0079441385954308,0.003682294737152,0.0065634464149844,0.0014287968938982,0.004093689714837,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,713,7.0,16.0,67.0,2024,41.789590448,-87.655972809,16,4,1,1,0,0,Evening,True,False,Residential_Areas,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0111053733978199,0.001417850825554,0.0010834019696206,0.0006203699168478,0.0052639865211842,violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,True,931,9.0,20.0,61.0,2018,41.806110048,-87.666120189,4,6,10,4,1,0,Early Morning,False,True,Residential_Areas,11.9,29.0,23.0,41.5,38.9,12765,91.0,43628.0,9032.71,0.0269906917971503,0.0034050673203326,0.0010519176673005,0.0013834997401137,0.0116731613625398,non-violent_crime
OTHER OFFENSE,TELEPHONE THREAT,False,True,1224,12.0,27.0,28.0,2020,41.882689697,-87.670560683,16,1,1,1,0,0,Evening,False,True,Outdoor_And_Public_Spaces,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0239425113613035,0.0041993790370461,0.000336712051361,0.0037505987304378,0.008821445367139,non-violent_crime
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,True,False,533,5.0,9.0,54.0,2019,41.656298529,-87.597010402,10,1,1,1,0,0,Morning,False,True,Unknown,5.8,56.5,34.6,27.5,51.5,8201,98.0,7262.0,2057.22,0.0371880404689193,0.0024438182189757,0.0036358070208993,0.0090097972715575,0.0020374214936965,non-violent_crime
WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,922,9.0,15.0,58.0,2022,41.808061749,-87.684414131,21,3,2,1,0,0,Night,False,True,Outdoor_And_Public_Spaces,14.4,23.6,13.9,45.1,39.3,13089,84.0,45053.0,16563.6,0.0369025979544753,0.0067532025356835,0.0065046964255192,0.0017096672932737,0.0068520926455545,violent_crime
